pod,queue_sec,jct_sec
ph-application-1508364558011-47345-j65tx,626.0,687.0
ph-application-1508364558011-47362-b8l8q,762.0,768.0
ph-application-1508364558011-47419-vk97s,627.0,633.0
ph-application-1508364558011-47478-gc4ws,625.0,736.0
ph-application-1508364558011-47502-66mr4,623.0,629.0
ph-application-1508364558011-47521-bw9qz,632.0,703.0
ph-application-1508364558011-47539-6gqlr,630.0,636.0
ph-application-1508364558011-47621-zvphf,638.0,644.0
ph-application-1508364558011-47640-6cpjs,636.0,642.0
ph-application-1508364558011-47645-zfcct,645.0,651.0
ph-application-1508364558011-47660-6l76g,643.0,649.0
ph-application-1508364558011-47714-bggm2,652.0,658.0
ph-application-1508364558011-47803-sm9cq,650.0,656.0
ph-application-1508364558011-47850-n6q2p,658.0,664.0
