pod_name,pod_type,project,namespace,user_team,start,finish,count,time_diff,computing_load,gpu_utilization,flavor,preemption
run-pipeline-gpu-5k6vd-106796021,task,project_6a267269,ns-16904409679649498,team_6a267269,2023-11-08 12:15:00+00:00,2023-11-15 06:45:00+00:00,2,6 days 18:30:00,2,25.49137631,A100,n
run-pipeline-gpu-249fz-1917604606,task,project_6a267269,ns-16904409679649498,team_6a267269,2023-11-08 12:15:00+00:00,2023-11-11 07:15:00+00:00,1,2 days 19:00:00,4,74.40807799,A100,y
run-pipeline-gpu-mzxmw-1728086594,task,project_2f4e1100,ns-16904374776309414,team_f4e34316,2023-11-09 07:30:00+00:00,2023-11-10 03:45:00+00:00,1,0 days 20:15:00,4,70.84213704,A100,y
run-pipeline-gpu-kb27t-3379495359,task,project_2f4e1100,ns-16904374776309414,,2023-11-09 07:30:00+00:00,2023-11-12 16:45:00+00:00,1,3 days 09:15:00,4,68.49939108,A100,y
run-pipeline-gpu-vxk4g-2272960119,task,project_2f4e1100,ns-16904374776309414,,2023-11-09 07:30:00+00:00,2023-11-11 19:45:00+00:00,1,2 days 12:15:00,4,69.37933693,A100,y
run-pipeline-gpu-fnld8-991320353,task,project_2f4e1100,ns-16904374776309414,,2023-11-09 07:30:00+00:00,2023-11-11 01:30:00+00:00,1,1 days 18:00:00,4,67.4297506,A100,n
run-pipeline-gpu-dwdpk-1858045587,task,project_b562d12d,ns-16904458533318198,team_d9ac15fb,2023-11-10 01:00:00+00:00,2023-11-10 01:15:00+00:00,4,0 days 00:15:00,1,0,A30,y
run-pipeline-gpu-2zm9z-2928502513,task,project_2f4e1100,ns-16904374776309414,team_f4e34316,2023-11-10 02:15:00+00:00,2023-11-10 02:45:00+00:00,1,0 days 00:30:00,1,0,A30,n
run-pipeline-gpu-sbk8h-2282085431,task,project_6a267269,ns-16904409679649498,team_6a267269,2023-11-11 07:00:00+00:00,2023-11-11 07:15:00+00:00,1,0 days 00:15:00,1,0,A100,y
run-pipeline-gpu-t7dvb-3880253144,task,project_6a267269,ns-16904409679649498,team_6a267269,2023-11-11 07:00:00+00:00,2023-11-11 07:15:00+00:00,1,0 days 00:15:00,1,0,A100,n
run-pipeline-gpu-n8z87-2676103458,task,project_6a267269,ns-16904409679649498,team_6a267269,2023-11-11 07:00:00+00:00,2023-11-11 07:45:00+00:00,1,0 days 00:45:00,1,0,A100,n
run-pipeline-gpu-5rxcj-280418497,task,project_6a267269,ns-16904409679649498,team_6a267269,2023-11-11 07:45:00+00:00,2023-11-20 08:15:00+00:00,1,9 days 00:30:00,4,75.83887564,A100,y
run-pipeline-gpu-vj5n4-2599679878,task,project_6a267269,ns-16904409679649498,team_6a267269,2023-11-11 08:00:00+00:00,2023-11-17 22:15:00+00:00,1,6 days 14:15:00,4,74.48067362,A100,y
run-pipeline-gpu-t8f9p-304554660,task,project_2f4e1100,ns-16904374776309414,team_f4e34316,2023-11-11 12:00:00+00:00,2023-11-11 13:15:00+00:00,1,0 days 01:15:00,1,0,A100,y
run-pipeline-gpu-fsvst-120632241,task,project_2f4e1100,ns-16904374776309414,team_f4e34316,2023-11-11 13:15:00+00:00,2023-11-12 04:45:00+00:00,1,0 days 15:30:00,1,0,A100,y
run-pipeline-gpu-b7drh-3444738588,task,project_2f4e1100,ns-16904374776309414,team_f4e34316,2023-11-12 04:30:00+00:00,2023-11-12 04:45:00+00:00,1,0 days 00:15:00,1,0,A100,n
run-pipeline-gpu-b7kcj-3614906754,task,project_b562d12d,ns-16904458533318198,team_d9ac15fb,2023-11-13 02:15:00+00:00,2023-11-14 00:30:00+00:00,2,0 days 22:15:00,1,3.370786517,A100,y
run-pipeline-gpu-cwpcn-377226272,task,project_2f4e1100,ns-16904374776309414,team_f4e34316,2023-11-13 02:15:00+00:00,2023-11-15 03:00:00+00:00,1,2 days 00:45:00,3,48.15248154,A100,n
run-pipeline-gpu-ff44j-3079852243,task,project_b562d12d,ns-16904458533318198,,2023-11-13 05:45:00+00:00,2023-11-13 06:30:00+00:00,1,0 days 00:45:00,1,0,A100,n
run-pipeline-gpu-jk789-511130492,task,project_b562d12d,ns-16904458533318198,,2023-11-13 06:30:00+00:00,2023-11-14 00:30:00+00:00,1,0 days 18:00:00,1,0,A100,y
run-pipeline-gpu-pzqs7-1201351252,task,project_62d441e4,ns-16904413105821052,team_5e52c48c,2023-11-13 06:30:00+00:00,2023-11-15 03:30:00+00:00,1,1 days 21:00:00,1,0.557215,A30,y
run-pipeline-gpu-2g9n4-268950333,task,project_b562d12d,ns-16904458533318198,team_d9ac15fb,2023-11-14 01:45:00+00:00,2023-11-14 05:30:00+00:00,2,0 days 03:45:00,1,0.173533333,A100,y
run-pipeline-gpu-xnpsz-830121636,task,project_6a267269,ns-16904409679649498,team_6a267269,2023-11-14 05:45:00+00:00,2023-12-20 23:45:00+00:00,2,36 days 18:00:00,2,34.49949019,A100,y
run-pipeline-gpu-sq4js-4215513372,task,project_6a267269,ns-16904409679649498,team_6a267269,2023-11-14 05:45:00+00:00,2023-11-15 06:45:00+00:00,1,1 days 01:00:00,2,29.639472,A100,n
run-pipeline-gpu-lq5c6-4242495716,task,project_6a267269,ns-16904409679649498,team_6a267269,2023-11-14 06:00:00+00:00,2023-11-27 06:45:00+00:00,2,13 days 00:45:00,4,73.91398673,A100,y
run-pipeline-gpu-hlx6w-1170047220,task,project_b562d12d,ns-16904458533318198,team_d9ac15fb,2023-11-15 01:45:00+00:00,2023-11-15 08:00:00+00:00,1,0 days 06:15:00,1,0,A30,y
run-pipeline-gpu-lwm5h-203195454,task,project_b562d12d,ns-16904458533318198,team_d9ac15fb,2023-11-15 05:30:00+00:00,2023-11-22 05:00:00+00:00,2,6 days 23:30:00,5,95.63448836,A100,n
run-pipeline-gpu-rm2rv-1167110538,task,project_6a267269,ns-16904409679649498,team_6a267269,2023-11-16 01:00:00+00:00,2023-11-21 02:00:00+00:00,2,5 days 01:00:00,3,45.68188058,A30,y
run-pipeline-gpu-w4475-3615018934,task,project_6a267269,ns-16904409679649498,team_6a267269,2023-11-16 02:00:00+00:00,2023-11-17 00:15:00+00:00,2,0 days 22:15:00,3,48.38950225,A30,n
run-pipeline-gpu-6pclb-2524450674,task,project_6a267269,ns-16904409679649498,team_6a267269,2023-11-16 09:15:00+00:00,2023-11-17 04:30:00+00:00,1,0 days 19:15:00,4,65.75052597,A100,y
run-pipeline-gpu-qmx54-2022652188,task,project_6a267269,ns-16904409679649498,team_6a267269,2023-11-17 00:15:00+00:00,2023-11-18 10:45:00+00:00,2,1 days 10:30:00,2,31.79245072,A30,y
run-pipeline-gpu-6ql2z-47053424,task,project_6a267269,ns-16904409679649498,team_6a267269,2023-11-17 04:30:00+00:00,2023-11-18 05:30:00+00:00,2,1 days 01:00:00,5,88.844659,A100,y
run-pipeline-gpu-tz82p-1112139773,task,project_6a267269,ns-16904409679649498,team_6a267269,2023-11-17 08:00:00+00:00,2023-11-29 23:15:00+00:00,1,12 days 15:15:00,5,80.98754064,A100,y
run-pipeline-gpu-4nkqq-346609950,task,project_6a267269,ns-16904409679649498,team_6a267269,2023-11-18 10:45:00+00:00,2023-11-22 21:30:00+00:00,2,4 days 10:45:00,3,49.95098103,A30,y
run-pipeline-gpu-lf7vc-27533901,task,project_5a5e1cff,ns-16909377696061704,team_6a267269,2023-11-19 06:15:00+00:00,2024-01-03 19:00:00+00:00,4,45 days 12:45:00,5,80.61975326,A100,n
run-pipeline-gpu-99pnm-2110579444,task,project_6a267269,ns-16904409679649498,team_6a267269,2023-11-20 01:15:00+00:00,2023-11-27 02:00:00+00:00,2,7 days 00:45:00,3,50.02232874,A100,n
run-pipeline-gpu-cxq25-2788092908,task,project_2f4e1100,ns-16904374776309414,team_f4e34316,2023-11-20 06:15:00+00:00,2023-11-20 18:30:00+00:00,1,0 days 12:15:00,5,98.23517347,A100,y
run-pipeline-gpu-4vp9q-2824256533,task,project_6a267269,ns-16904409679649498,team_6a267269,2023-11-20 11:00:00+00:00,2023-11-21 07:15:00+00:00,1,0 days 20:15:00,5,97.18334691,A100,n
run-pipeline-gpu-hdxcg-3799891687,task,project_2f4e1100,ns-16904374776309414,team_f4e34316,2023-11-21 01:45:00+00:00,2023-11-21 05:00:00+00:00,1,0 days 03:15:00,4,71.98893846,A30,y
run-pipeline-gpu-4pbf4-2042923357,task,project_2f4e1100,ns-16904374776309414,team_f4e34316,2023-11-21 01:45:00+00:00,2023-11-22 07:00:00+00:00,2,1 days 05:15:00,1,0.937364103,A30,n
run-pipeline-gpu-p57rk-1836437728,task,project_6a267269,ns-16904409679649498,team_6a267269,2023-11-21 02:00:00+00:00,2023-12-12 06:00:00+00:00,1,21 days 04:00:00,3,54.16691594,A30,y
run-pipeline-gpu-986dx-1821147938,task,project_2f4e1100,ns-16904374776309414,team_f4e34316,2023-11-21 04:00:00+00:00,2023-11-27 02:00:00+00:00,1,5 days 22:00:00,3,46.23225827,A100,y
run-pipeline-gpu-pkn5k-2293202526,task,project_2f4e1100,ns-16904374776309414,team_f4e34316,2023-11-21 07:00:00+00:00,2023-11-21 07:15:00+00:00,2,0 days 00:15:00,1,0,A30,y
run-pipeline-gpu-nxw68-2238497002,task,project_6a267269,ns-16904409679649498,team_6a267269,2023-11-21 08:15:00+00:00,2023-11-21 11:15:00+00:00,4,0 days 03:00:00,5,89.86973333,A30,n
run-pipeline-gpu-mbjlq-2199334477,task,project_2f4e1100,ns-16904374776309414,team_f4e34316,2023-11-21 08:30:00+00:00,2023-11-22 03:15:00+00:00,2,0 days 18:45:00,4,76.62619733,A30,n
run-pipeline-gpu-46rld-602076289,task,project_6a267269,ns-16904409679649498,team_6a267269,2023-11-21 23:30:00+00:00,2023-11-22 02:00:00+00:00,2,0 days 02:30:00,5,96.77146,A30,n
run-pipeline-gpu-46s9c-67508572,task,project_6a267269,ns-16904409679649498,team_6a267269,2023-11-22 01:30:00+00:00,2023-11-22 08:00:00+00:00,1,0 days 06:30:00,2,23.66621538,A100,n
run-pipeline-gpu-5brzp-577411358,task,project_6a267269,ns-16904409679649498,team_6a267269,2023-11-22 01:45:00+00:00,2023-12-11 08:00:00+00:00,4,19 days 06:15:00,5,95.14264997,A100,y
run-pipeline-gpu-6tgb8-2521588706,task,project_6a267269,ns-16904409679649498,,2023-11-22 02:15:00+00:00,2023-12-11 08:00:00+00:00,1,19 days 05:45:00,5,95.58256952,A100,y
run-pipeline-gpu-mcfj5-3790648592,task,project_6a267269,ns-16904409679649498,team_6a267269,2023-11-22 05:00:00+00:00,2023-11-25 05:15:00+00:00,3,3 days 00:15:00,5,97.35575744,A30,n
run-pipeline-gpu-htrtb-3514714329,task,project_6a267269,ns-16904409679649498,team_6a267269,2023-11-22 08:00:00+00:00,2023-11-25 05:15:00+00:00,1,2 days 21:15:00,4,72.12037401,A100,y
run-pipeline-gpu-7kdt4-947760339,task,project_6a267269,ns-16904409679649498,team_6a267269,2023-11-22 08:00:00+00:00,2023-11-23 08:15:00+00:00,1,1 days 00:15:00,4,74.26258247,A100,y
run-pipeline-gpu-q8vbq-2566611081,task,project_6a267269,ns-16904409679649498,team_6a267269,2023-11-22 08:00:00+00:00,2023-11-22 08:30:00+00:00,1,0 days 00:30:00,1,0,A100,y
run-pipeline-gpu-d4g2l-1314559116,task,project_6a267269,ns-16904409679649498,team_6a267269,2023-11-22 08:30:00+00:00,2023-11-22 09:30:00+00:00,1,0 days 01:00:00,5,96.8216,A100,y
run-pipeline-gpu-dt55x-1628821327,task,project_6a267269,ns-16904409679649498,team_6a267269,2023-11-22 08:45:00+00:00,2023-11-26 21:00:00+00:00,1,4 days 12:15:00,4,75.69248383,A100,y
run-pipeline-gpu-9pkrt-881083773,task,project_6a267269,ns-16904409679649498,team_6a267269,2023-11-22 08:45:00+00:00,2023-11-22 16:00:00+00:00,1,0 days 07:15:00,4,75.43938621,A100,y
run-pipeline-gpu-mbfp8-2125459996,task,project_5a5e1cff,ns-16909377696061704,team_6a267269,2023-11-22 09:00:00+00:00,2023-11-25 05:15:00+00:00,3,2 days 20:15:00,4,73.66178022,A100,n
run-pipeline-gpu-sm76l-3164891348,task,project_6a267269,ns-16904409679649498,team_6a267269,2023-11-22 09:30:00+00:00,2023-12-01 06:30:00+00:00,1,8 days 21:00:00,4,73.00023451,A100,y
run-pipeline-gpu-z4hc6-3142920312,task,project_6a267269,ns-16904409679649498,team_6a267269,2023-11-22 12:30:00+00:00,2023-11-25 02:45:00+00:00,2,2 days 14:15:00,5,98.67494096,A30,y
run-pipeline-gpu-5q9nj-652192610,task,project_6a267269,ns-16904409679649498,team_6a267269,2023-11-22 21:30:00+00:00,2023-11-24 01:45:00+00:00,2,1 days 04:15:00,1,6.733228319,A30,y
run-pipeline-gpu-zwfd5-1679737841,task,project_6a267269,ns-16904409679649498,team_6a267269,2023-11-22 21:30:00+00:00,2023-11-25 02:45:00+00:00,2,2 days 05:15:00,1,14.27892347,A30,y
run-pipeline-gpu-8th7f-3514670650,task,project_5a5e1cff,ns-16909377696061704,team_6a267269,2023-11-22 22:15:00+00:00,2024-01-03 18:45:00+00:00,1,41 days 20:30:00,5,81.39063616,A100,y
run-pipeline-gpu-lj484-3628558047,task,project_6a267269,ns-16904409679649498,team_6a267269,2023-11-23 00:00:00+00:00,2023-11-29 15:45:00+00:00,1,6 days 15:45:00,5,80.25230063,A100,n
run-pipeline-gpu-4q4ks-962390192,task,project_6a267269,ns-16904409679649498,team_6a267269,2023-11-23 02:15:00+00:00,2023-11-23 02:30:00+00:00,1,0 days 00:15:00,1,0,A30,n
run-pipeline-gpu-p6wm9-4237331130,task,project_6a267269,ns-16904409679649498,team_6a267269,2023-11-23 04:15:00+00:00,2023-11-24 09:15:00+00:00,1,1 days 05:00:00,4,65.65402414,A30,y
run-pipeline-gpu-2cnh8-111822940,task,project_6a267269,ns-16904409679649498,team_6a267269,2023-11-23 09:15:00+00:00,2023-11-24 09:15:00+00:00,1,1 days 00:00:00,3,54.17801042,A100,y
run-pipeline-gpu-hndcn-327083716,task,project_6a267269,ns-16904409679649498,team_6a267269,2023-11-23 21:00:00+00:00,2023-11-29 12:30:00+00:00,1,5 days 15:30:00,5,92.04070258,A100,y
run-pipeline-gpu-9tzlh-1719621050,task,project_2f4e1100,ns-16904374776309414,team_f4e34316,2023-11-24 04:45:00+00:00,2023-12-05 07:30:00+00:00,1,11 days 02:45:00,2,28.7725224,A100,y
run-pipeline-gpu-x8wqj-3920677999,task,project_6a267269,ns-16904409679649498,team_6a267269,2023-11-24 06:15:00+00:00,2023-12-01 01:15:00+00:00,2,6 days 19:00:00,3,52.62162347,A30,n
run-pipeline-gpu-flk62-1199582912,task,project_6a267269,ns-16904409679649498,team_6a267269,2023-11-24 08:30:00+00:00,2023-11-24 09:30:00+00:00,1,0 days 01:00:00,1,0,A30,y
run-pipeline-gpu-cznws-151652140,task,project_2f4e1100,ns-16904374776309414,team_f4e34316,2023-11-24 09:30:00+00:00,2023-12-20 23:45:00+00:00,1,26 days 14:15:00,2,28.37292769,A100,y
run-pipeline-gpu-5pv6q-1924182953,task,project_6a267269,ns-16904409679649498,team_6a267269,2023-11-24 09:30:00+00:00,2023-11-30 00:15:00+00:00,2,5 days 14:45:00,2,33.24938256,A30,y
run-pipeline-gpu-p9ggm-216987153,task,project_6a267269,ns-16904409679649498,team_6a267269,2023-11-24 23:30:00+00:00,2023-12-01 00:00:00+00:00,1,6 days 00:30:00,2,31.27976851,A30,y
run-pipeline-gpu-5fx6d-1307008704,task,project_5a5e1cff,ns-16909377696061704,team_6a267269,2023-11-25 05:30:00+00:00,2023-11-30 08:15:00+00:00,4,5 days 02:45:00,5,80.81949104,A100,y
run-pipeline-gpu-mtrnc-461812747,task,project_6a267269,ns-16904409679649498,team_6a267269,2023-11-25 07:30:00+00:00,2023-11-26 02:15:00+00:00,1,0 days 18:45:00,5,91.63226933,A30,y
run-pipeline-gpu-82jgn-3511824822,task,project_6a267269,ns-16904409679649498,team_6a267269,2023-11-26 03:15:00+00:00,2023-11-26 03:30:00+00:00,1,0 days 00:15:00,2,22.7114,A100,y
run-pipeline-gpu-rvpms-439587089,task,project_62d441e4,ns-16904413105821052,,2023-11-26 14:15:00+00:00,2023-11-27 21:30:00+00:00,1,1 days 07:15:00,1,0,A30,y
run-pipeline-gpu-mngfc-883818940,task,project_6a267269,ns-16904409679649498,team_6a267269,2023-11-26 23:30:00+00:00,2023-12-04 20:45:00+00:00,2,7 days 21:15:00,5,96.75775852,A100,y
run-pipeline-gpu-wzvmv-3471391159,task,project_2f4e1100,ns-16904374776309414,team_f4e34316,2023-11-27 03:15:00+00:00,2023-11-28 23:30:00+00:00,3,1 days 20:15:00,4,70.09724746,A30,y
run-pipeline-gpu-95q2c-2234484543,task,project_6a267269,ns-16904409679649498,team_6a267269,2023-11-27 04:00:00+00:00,2023-12-05 11:30:00+00:00,2,8 days 07:30:00,5,99.33425251,A100,y
run-pipeline-gpu-cj2dp-922712330,task,project_b562d12d,ns-16904458533318198,,2023-11-27 06:45:00+00:00,2023-11-27 07:15:00+00:00,1,0 days 00:30:00,2,32.6173,A100,y
run-pipeline-gpu-7956g-818070845,task,project_b562d12d,ns-16904458533318198,,2023-11-27 07:15:00+00:00,2023-11-27 15:45:00+00:00,1,0 days 08:30:00,1,12.66715882,A100,y
run-pipeline-gpu-p468s-2343969592,task,project_2f4e1100,ns-16904374776309414,team_f4e34316,2023-11-27 15:45:00+00:00,2023-11-27 16:15:00+00:00,1,0 days 00:30:00,1,0,A100,y
run-pipeline-gpu-mcm5b-2476492573,task,project_2f4e1100,ns-16904374776309414,team_f4e34316,2023-11-27 16:15:00+00:00,2023-11-28 12:00:00+00:00,1,0 days 19:45:00,4,72.49528101,A100,n
run-pipeline-gpu-mtvlb-2351174112,task,project_2f4e1100,ns-16904374776309414,team_f4e34316,2023-11-27 23:30:00+00:00,2023-11-28 08:30:00+00:00,1,0 days 09:00:00,4,78.15760833,A100,n
run-pipeline-gpu-cqvdx-3691269499,task,project_b562d12d,ns-16904458533318198,,2023-11-28 01:00:00+00:00,2023-11-28 12:00:00+00:00,1,0 days 11:00:00,4,77.79573864,A100,n
run-pipeline-gpu-5rmzk-3152839422,task,project_6a267269,ns-16904409679649498,team_6a267269,2023-11-28 09:30:00+00:00,2023-12-14 07:30:00+00:00,1,15 days 22:00:00,5,92.47701158,A100,y
run-pipeline-gpu-lclbx-3893803466,task,project_2f4e1100,ns-16904374776309414,team_f4e34316,2023-11-29 00:00:00+00:00,2023-11-29 00:15:00+00:00,1,0 days 00:15:00,5,96.5697,A100,y
run-pipeline-gpu-dcqsc-909328375,task,project_6a267269,ns-16904409679649498,team_6a267269,2023-11-29 00:15:00+00:00,2023-12-10 23:45:00+00:00,1,11 days 23:30:00,3,53.10361296,A30,y
run-pipeline-gpu-mgcww-1090067804,task,project_2f4e1100,ns-16904374776309414,team_f4e34316,2023-11-29 05:30:00+00:00,2023-11-29 05:45:00+00:00,1,0 days 00:15:00,1,0,A100,n
run-pipeline-gpu-764zd-3791762826,task,project_6a267269,ns-16904409679649498,team_6a267269,2023-11-29 05:45:00+00:00,2023-12-01 06:30:00+00:00,1,2 days 00:45:00,4,69.57614359,A100,y
run-pipeline-gpu-r5dvd-3857918682,task,project_2f4e1100,ns-16904374776309414,team_f4e34316,2023-11-29 23:15:00+00:00,2023-11-30 00:15:00+00:00,1,0 days 01:00:00,5,92.5783,A100,n
run-pipeline-gpu-d85l2-3063364838,task,project_2f4e1100,ns-16904374776309414,,2023-11-30 00:30:00+00:00,2023-11-30 07:00:00+00:00,1,0 days 06:30:00,5,91.68747308,A100,y
run-pipeline-gpu-76vz4-4096852664,task,project_6a267269,ns-16904409679649498,team_6a267269,2023-11-30 01:00:00+00:00,2023-12-04 01:15:00+00:00,2,4 days 00:15:00,3,55.06016208,A30,y
run-pipeline-gpu-kzhj4-3456783790,task,project_6a267269,ns-16904409679649498,team_6a267269,2023-11-30 05:45:00+00:00,2023-12-03 22:00:00+00:00,2,3 days 16:15:00,5,82.56335467,A100,y
run-pipeline-gpu-df8n6-3960466275,task,project_6a267269,ns-16904409679649498,team_6a267269,2023-11-30 06:30:00+00:00,2023-12-02 00:00:00+00:00,1,1 days 17:30:00,1,1.714251205,A30,n
run-pipeline-gpu-qj97l-3470366462,task,project_6a267269,ns-16904409679649498,team_6a267269,2023-11-30 07:30:00+00:00,2023-12-02 06:15:00+00:00,1,1 days 22:45:00,1,0.875863102,A100,y
run-pipeline-gpu-2bswz-48392133,task,project_5a5e1cff,ns-16909377696061704,team_6a267269,2023-11-30 08:30:00+00:00,2023-12-17 03:00:00+00:00,3,16 days 18:30:00,5,81.21938429,A100,y
run-pipeline-gpu-fvrwg-3472182721,task,project_6a267269,ns-16904409679649498,team_6a267269,2023-11-30 08:45:00+00:00,2023-12-04 00:15:00+00:00,2,3 days 15:30:00,5,91.75220314,A30,y
run-pipeline-gpu-6v8q5-424948519,task,project_6a267269,ns-16904409679649498,team_6a267269,2023-12-01 01:15:00+00:00,2023-12-07 06:30:00+00:00,2,6 days 05:15:00,3,57.79706198,A30,y
run-pipeline-gpu-rbfz5-333215584,task,project_2f4e1100,ns-16904374776309414,,2023-12-01 06:30:00+00:00,2023-12-01 07:00:00+00:00,1,0 days 00:30:00,1,0,A100,n
run-pipeline-gpu-cpthh-1789610334,task,project_b562d12d,ns-16904458533318198,team_d9ac15fb,2023-12-02 12:00:00+00:00,2023-12-14 07:30:00+00:00,3,11 days 19:30:00,5,100,A100,y
run-pipeline-gpu-twzkn-2040448825,task,project_6a267269,ns-16904409679649498,team_6a267269,2023-12-04 00:15:00+00:00,2023-12-09 00:30:00+00:00,2,5 days 00:15:00,5,83.40010437,A100,y
run-pipeline-gpu-zfggz-1842294677,task,project_6a267269,ns-16904409679649498,team_6a267269,2023-12-04 01:00:00+00:00,2023-12-07 15:30:00+00:00,2,3 days 14:30:00,3,49.58440434,A30,y
run-pipeline-gpu-kszt7-3240447802,task,project_2f4e1100,ns-16904374776309414,,2023-12-04 04:30:00+00:00,2023-12-04 08:15:00+00:00,1,0 days 03:45:00,2,21.80554667,A100,n
run-pipeline-gpu-m2dbz-3270852346,task,project_6a267269,ns-16904409679649498,team_6a267269,2023-12-04 04:30:00+00:00,2023-12-07 06:15:00+00:00,2,3 days 01:45:00,4,74.37310305,A30,n
run-pipeline-gpu-59qgh-2221250367,task,project_2f4e1100,ns-16904374776309414,team_f4e34316,2023-12-04 08:30:00+00:00,2023-12-05 01:15:00+00:00,1,0 days 16:45:00,5,83.40266567,A100,y
run-pipeline-gpu-4tbc9-1774180843,task,project_6a267269,ns-16904409679649498,team_6a267269,2023-12-04 23:45:00+00:00,2023-12-05 01:45:00+00:00,2,0 days 02:00:00,2,24.8510875,A100,y
run-pipeline-gpu-dlxcs-3750760639,task,project_2f4e1100,ns-16904374776309414,team_f4e34316,2023-12-05 01:15:00+00:00,2023-12-09 07:30:00+00:00,4,4 days 06:15:00,5,86.47551076,A30,y
run-pipeline-gpu-t6dns-976891770,task,project_6a267269,ns-16904409679649498,team_6a267269,2023-12-05 02:00:00+00:00,2023-12-05 03:30:00+00:00,2,0 days 01:30:00,1,0,A100,n
run-pipeline-gpu-z69vt-1590214906,task,project_2f4e1100,ns-16904374776309414,team_f4e34316,2023-12-05 03:30:00+00:00,2023-12-11 07:15:00+00:00,1,6 days 03:45:00,5,88.7332066,A30,y
run-pipeline-gpu-6kssc-4256735251,task,project_6a267269,ns-16904409679649498,team_6a267269,2023-12-05 04:00:00+00:00,2023-12-05 10:00:00+00:00,2,0 days 06:00:00,5,89.89253333,A100,y
run-pipeline-gpu-qx4cf-3764207183,task,project_6a267269,ns-16904409679649498,team_6a267269,2023-12-05 11:45:00+00:00,2024-01-05 08:00:00+00:00,1,30 days 20:15:00,5,99.60076771,A100,n
run-pipeline-gpu-kbfzg-471070835,task,project_6a267269,ns-16904409679649498,team_6a267269,2023-12-05 12:30:00+00:00,2023-12-06 00:30:00+00:00,2,0 days 12:00:00,3,47.17260833,A100,y
