job_id,arrival_time_s,duration_s,gpu_count,gpu_type,preemptible
ph-application_1506638472019_5234,171760.0,3553.0,1,any,False
ph-application_1506638472019_5246,171785.0,4151.0,1,any,True
ph-application_1506638472019_5255,171804.0,5464.0,1,any,True
ph-application_1506638472019_5272,171836.0,4604.0,1,any,False
ph-application_1506638472019_5300,171893.0,3541.0,1,any,False
ph-application_1506638472019_5306,171908.0,4173.0,1,any,False
ph-application_1506638472019_5314,171923.0,2801.0,1,any,False
ph-application_1506638472019_5325,171943.0,3500.0,1,any,False
ph-application_1506638472019_5346,173324.0,56.0,1,any,False
ph-application_1506638472019_5355,176016.0,2486.0,1,any,False
ph-application_1506638472019_5365,176034.0,3575.0,1,any,False
ph-application_1506638472019_5366,176038.0,3115.0,1,any,False
ph-application_1506638472019_5396,176101.0,2552.0,1,any,False
ph-application_1506638472019_5422,176155.0,5126.0,1,any,False
ph-application_1506638472019_5448,176209.0,3423.0,1,any,False
ph-application_1506638472019_5451,176217.0,3560.0,1,any,False
ph-application_1506638472019_5455,176223.0,4076.0,1,any,False
ph-application_1506638472019_5463,176239.0,3536.0,1,any,False
ph-application_1506638472019_5485,176280.0,4054.0,1,any,False
ph-application_1506638472019_5497,176304.0,3848.0,1,any,False
ph-application_1506638472019_5500,176310.0,3890.0,1,any,False
ph-application_1506638472019_5515,176339.0,4080.0,1,any,False
ph-application_1506638472019_5559,176420.0,4060.0,1,any,False
ph-application_1506638472019_5573,176447.0,3003.0,1,any,False
ph-application_1506638472019_5599,176498.0,4679.0,1,any,False
ph-application_1506638472019_5600,176502.0,4038.0,1,any,False
ph-application_1506638472019_5601,176503.0,3090.0,1,any,False
ph-application_1506638472019_5612,176527.0,3390.0,1,any,False
ph-application_1506638472019_5613,176530.0,4048.0,1,any,False
ph-application_1506638472019_5625,176553.0,3859.0,1,any,False
ph-application_1506638472019_5644,176586.0,3380.0,1,any,False
ph-application_1506638472019_5645,176588.0,4002.0,1,any,False
ph-application_1506638472019_5653,176604.0,3346.0,1,any,False
ph-application_1506638472019_5664,176623.0,3782.0,1,any,False
ph-application_1506638472019_5671,176639.0,3867.0,1,any,False
ph-application_1506638472019_5721,176759.0,3072.0,1,any,False
ph-application_1506638472019_5729,176777.0,4089.0,1,any,False
ph-application_1506638472019_5730,176779.0,4013.0,1,any,False
ph-application_1506638472019_5735,176792.0,4144.0,1,any,False
ph-application_1506638472019_5761,176870.0,6078.0,1,any,False
