job_id,arrival_time_s,duration_s,gpu_count,gpu_type,preemptible
ph-application_1506638472019_6102,1507091287.0,808.0,1,any,False
ph-application_1506638472019_6191,1507104300.0,56.0,1,any,False
ph-application_1506638472019_6263,1507113253.0,14.0,2,any,False
ph-application_1506638472019_6357,1507119069.0,2530.0,1,any,False
ph-application_1506638472019_6359,1507119088.0,4341.0,1,any,False
ph-application_1506638472019_6373,1507119207.0,2582.0,1,any,False
ph-application_1506638472019_6393,1507119444.0,2466.0,1,any,False
ph-application_1506638472019_6411,1507119558.0,2454.0,1,any,False
ph-application_1506638472019_6417,1507119590.0,2534.0,1,any,False
ph-application_1506638472019_6440,1507119715.0,64.0,1,any,False
ph-application_1506638472019_6485,1507120032.0,2642.0,1,any,False
ph-application_1506638472019_6545,1507120410.0,2601.0,1,any,False
ph-application_1506638472019_6546,1507120415.0,2538.0,1,any,False
ph-application_1506638472019_6575,1507120839.0,2444.0,1,any,False
ph-application_1506638472019_6644,1507121214.0,2615.0,1,any,False
ph-application_1506638472019_6726,1507123146.0,2482.0,1,any,False
ph-application_1506638472019_6729,1507123161.0,2528.0,1,any,False
ph-application_1506638472019_6740,1507123212.0,2463.0,1,any,False
ph-application_1506638472019_6761,1507123528.0,2630.0,1,any,False
ph-application_1506638472019_6834,1507124025.0,2566.0,1,any,False
ph-application_1506638472019_6867,1507124341.0,2490.0,1,any,False
ph-application_1506638472019_6973,1507124827.0,1424.0,1,any,False
ph-application_1506638472019_7002,1507124926.0,2615.0,1,any,False
ph-application_1506638472019_7034,1507125016.0,2476.0,1,any,False
ph-application_1506638472019_7075,1507125192.0,729.0,1,any,False
ph-application_1506638472019_7095,1507125258.0,2538.0,1,any,False
ph-application_1506638472019_7117,1507125325.0,2497.0,1,any,False
ph-application_1506638472019_7118,1507125328.0,2601.0,1,any,False
ph-application_1506638472019_7193,1507125582.0,2772.0,1,any,True
ph-application_1506638472019_7207,1507125615.0,2474.0,1,any,False
ph-application_1506638472019_7264,1507125843.0,2613.0,1,any,False
ph-application_1506638472019_7291,1507126019.0,2458.0,1,any,False
ph-application_1506638472019_7316,1507126149.0,2464.0,1,any,False
ph-application_1506638472019_7336,1507126264.0,2499.0,1,any,False
ph-application_1506638472019_7358,1507128114.0,71.0,1,any,False
ph-application_1506638472019_7367,1507128313.0,4414.0,1,any,False
ph-application_1506638472019_7402,1507128511.0,2564.0,1,any,False
ph-application_1506638472019_7474,1507129035.0,2666.0,1,any,False
ph-application_1506638472019_7513,1507129268.0,2614.0,1,any,False
ph-application_1506638472019_7724,1507130760.0,2577.0,1,any,False
ph-application_1506638472019_7767,1507131211.0,2600.0,1,any,False
ph-application_1506638472019_7776,1507131275.0,40210.0,1,any,False
ph-application_1506638472019_7994,1507132432.0,2616.0,1,any,False
ph-application_1506638472019_8039,1507132775.0,3831.0,1,any,False
ph-application_1506638472019_8064,1507132894.0,2698.0,1,any,False
ph-application_1506638472019_8178,1507133575.0,2667.0,1,any,False
ph-application_1506638472019_8188,1507133723.0,2630.0,1,any,False
ph-application_1506638472019_8386,1507139535.0,45.0,1,any,False
ph-application_1506638472019_8553,1507140924.0,53.0,1,any,False
ph-application_1506638472019_8561,1507140997.0,56.0,1,any,False
ph-application_1506638472019_8604,1507141312.0,58.0,1,any,False
ph-application_1506638472019_8617,1507141399.0,40.0,1,any,False
ph-application_1506638472019_8652,1507141653.0,45.0,1,any,False
ph-application_1506638472019_8689,1507141932.0,42.0,1,any,False
ph-application_1506638472019_8703,1507143115.0,70.0,1,any,False
ph-application_1506638472019_8740,1507147646.0,3724.0,1,any,False
ph-application_1506638472019_8799,1507148095.0,2552.0,1,any,False
ph-application_1506638472019_8834,1507148361.0,2644.0,1,any,False
ph-application_1506638472019_8853,1507148524.0,2674.0,1,any,False
ph-application_1506638472019_8936,1507149283.0,2670.0,1,any,False
