job,arrival,wall
ph-application-1508364558011-29807,8584.8,104.4
ph-application-1508364558011-29900,8612.1,106.4
ph-application-1508364558011-29911,8615.9,108.4
ph-application-1508364558011-29965,8629.7,110.4
ph-application-1508364558011-30067,8728.7,112.4
ph-application-1508364558011-30131,8933.9,114.4
ph-application-1508364558011-30135,8936.5,116.4
ph-application-1508364558011-30180,9061.7,118.4
ph-application-1508364558011-30208,9094.5,120.4
ph-application-1508364558011-30245,9248.8,122.4
ph-application-1508364558011-30299,9442.0,124.4
ph-application-1508364558011-30319,9538.1,126.5
ph-application-1508364558011-30343,9633.9,128.5
ph-application-1508364558011-30383,9815.3,130.5
ph-application-1508364558011-30444,10128.7,132.5
ph-application-1508364558011-30456,10159.3,134.5
ph-application-1508364558011-30512,10333.6,136.5
ph-application-1508364558011-30525,10342.3,138.5
ph-application-1508364558011-30529,10343.0,140.5
ph-application-1508364558011-30539,10351.4,142.5
ph-application-1508364558011-30563,10360.9,144.5
ph-application-1508364558011-30573,10362.1,146.5
ph-application-1508364558011-30651,10399.7,148.5
ph-application-1508364558011-30661,10400.9,150.5
ph-application-1508364558011-30697,10411.8,152.5
ph-application-1508364558011-30726,10412.5,154.6
ph-application-1508364558011-30763,10421.6,156.6
ph-application-1508364558011-30770,10421.7,158.6
ph-application-1508364558011-30782,10421.9,160.6
ph-application-1508364558011-30787,10422.0,162.6
ph-application-1508364558011-30805,10428.7,164.6
ph-application-1508364558011-30844,10605.4,166.6
ph-application-1508364558011-30878,10679.0,168.6
ph-application-1508364558011-30884,10697.9,170.6
ph-application-1508364558011-30982,10805.0,172.6
ph-application-1508364558011-31071,10817.3,174.6
ph-application-1508364558011-31134,10828.2,176.6
ph-application-1508364558011-31151,10830.3,178.6
ph-application-1508364558011-31208,10837.3,180.7
ph-application-1508364558011-31210,10837.6,182.7
ph-application-1508364558011-31239,10843.1,184.7
ph-application-1508364558011-31435,11436.4,186.7
ph-application-1508364558011-31615,11952.8,188.7
ph-application-1508364558011-31714,12375.7,190.7
ph-application-1508364558011-31847,12760.3,192.7
ph-application-1508364558011-31851,12768.7,194.7
ph-application-1508364558011-31856,12814.2,196.7
ph-application-1508364558011-31873,12914.9,198.7
ph-application-1508364558011-31888,12939.9,200.7
ph-application-1508364558011-31895,12948.8,202.7
ph-application-1508364558011-31921,12988.5,204.7
ph-application-1508364558011-31983,13007.4,206.7
ph-application-1508364558011-32007,13010.4,208.7
ph-application-1508364558011-32064,13028.8,210.8
ph-application-1508364558011-32069,13033.5,212.8
ph-application-1508364558011-32174,13214.5,214.8
ph-application-1508364558011-32219,13265.3,216.8
ph-application-1508364558011-32241,13304.2,218.8
ph-application-1508364558011-32443,13458.1,220.8
ph-application-1508364558011-32497,13486.0,222.8
ph-application-1508364558011-32499,13490.3,224.8
ph-application-1508364558011-32589,13707.2,226.8
ph-application-1508364558011-32646,13828.8,228.8
ph-application-1508364558011-32667,13934.5,230.8
ph-application-1508364558011-32745,14164.8,232.8
ph-application-1508364558011-32779,14242.5,234.8
ph-application-1508364558011-32806,14308.8,236.8
ph-application-1508364558011-32851,14421.6,238.8
ph-application-1508364558011-32889,14562.6,240.8
ph-application-1508364558011-32946,14652.0,242.9
ph-application-1508364558011-32978,14653.0,244.9
ph-application-1508364558011-33029,14654.2,246.9
ph-application-1508364558011-33031,14654.2,248.9
ph-application-1508364558011-33085,14655.5,250.9
ph-application-1508364558011-33101,14655.7,252.9
ph-application-1508364558011-33116,14655.8,254.9
ph-application-1508364558011-33153,14656.3,256.9
ph-application-1508364558011-33175,14657.1,258.9
ph-application-1508364558011-33174,14657.1,260.9
ph-application-1508364558011-33209,14718.7,262.9
ph-application-1508364558011-33243,14767.9,264.9
ph-application-1508364558011-33322,15024.9,266.9
ph-application-1508364558011-33324,15024.9,268.9
ph-application-1508364558011-33346,15065.1,271.0
ph-application-1508364558011-33360,15065.4,273.0
ph-application-1508364558011-33523,15199.0,275.0
ph-application-1508364558011-33542,15219.5,277.0
ph-application-1508364558011-33545,15221.0,279.0
ph-application-1508364558011-33562,15224.4,281.0
ph-application-1508364558011-33592,15231.3,283.0
ph-application-1508364558011-33630,15238.4,285.0
ph-application-1508364558011-33699,15308.8,287.0
ph-application-1508364558011-33708,15336.9,289.0
ph-application-1508364558011-33709,15348.9,291.0
ph-application-1508364558011-33723,15397.1,293.0
ph-application-1508364558011-33765,15491.5,295.0
ph-application-1508364558011-33777,15551.3,297.0
ph-application-1508364558011-33786,15552.6,299.1
ph-application-1508364558011-33860,15566.5,301.1
ph-application-1508364558011-33910,15579.3,303.1
ph-application-1508364558011-34065,15622.8,305.1
ph-application-1508364558011-34096,15674.2,307.1
ph-application-1508364558011-34134,15681.1,309.1
ph-application-1508364558011-34196,15691.3,311.1
ph-application-1508364558011-34251,15701.5,313.1
ph-application-1508364558011-34256,15702.0,315.1
ph-application-1508364558011-34261,15702.9,317.1
ph-application-1508364558011-34329,15714.0,319.1
ph-application-1508364558011-34385,15723.5,321.1
ph-application-1508364558011-34405,15726.8,323.1
ph-application-1508364558011-34440,15731.8,325.1
ph-application-1508364558011-34484,15734.6,327.2
ph-application-1508364558011-34506,15736.2,329.2
ph-application-1508364558011-34510,15736.7,331.2
ph-application-1508364558011-34531,15738.1,333.2
ph-application-1508364558011-34532,15738.1,335.2
ph-application-1508364558011-34591,15739.9,337.2
ph-application-1508364558011-34599,15740.4,339.2
ph-application-1508364558011-34726,15743.8,341.2
ph-application-1508364558011-34739,15744.5,343.2
ph-application-1508364558011-34752,15744.7,345.2
ph-application-1508364558011-34784,15745.2,347.2
ph-application-1508364558011-34890,15903.5,349.2
ph-application-1508364558011-34895,15904.5,351.2
ph-application-1508364558011-34905,15906.1,353.2
ph-application-1508364558011-34907,15906.6,355.3
ph-application-1508364558011-34937,15911.8,357.3
ph-application-1508364558011-34960,15916.4,359.3
ph-application-1508364558011-34966,15917.4,361.3
ph-application-1508364558011-34993,15939.4,363.3
ph-application-1508364558011-35067,15941.6,365.3
ph-application-1508364558011-35068,15941.6,367.3
ph-application-1508364558011-35097,15942.7,369.3
ph-application-1508364558011-35146,15943.1,371.3
ph-application-1508364558011-35153,15943.2,373.3
ph-application-1508364558011-35196,16059.3,375.3
ph-application-1508364558011-35297,16304.6,377.3
ph-application-1508364558011-35351,16306.3,379.4
ph-application-1508364558011-35419,16308.0,381.4
ph-application-1508364558011-35456,16308.9,383.4
ph-application-1508364558011-35538,16310.8,385.4
ph-application-1508364558011-35583,16312.0,387.4
ph-application-1508364558011-35641,16313.0,389.4
ph-application-1508364558011-35650,16313.2,391.4
ph-application-1508364558011-35654,16313.6,393.4
ph-application-1508364558011-35731,16315.4,395.4
ph-application-1508364558011-35782,16316.8,397.4
ph-application-1508364558011-35829,16319.6,399.4
ph-application-1508364558011-35919,16506.3,401.4
ph-application-1508364558011-35941,16509.9,403.4
ph-application-1508364558011-36010,16688.7,405.4
ph-application-1508364558011-36015,16708.8,407.5
ph-application-1508364558011-36024,16741.5,409.5
ph-application-1508364558011-36030,16748.7,411.5
ph-application-1508364558011-36037,16768.8,413.5
ph-application-1508364558011-36120,16908.8,415.5
ph-application-1508364558011-36165,17087.3,417.5
ph-application-1508364558011-36171,17087.4,419.5
ph-application-1508364558011-36198,17087.9,421.5
ph-application-1508364558011-36207,17088.2,423.5
ph-application-1508364558011-36249,17123.9,425.5
ph-application-1508364558011-36299,17270.7,427.5
ph-application-1508364558011-36324,17338.0,429.5
ph-application-1508364558011-36330,17348.9,431.5
ph-application-1508364558011-36343,17393.4,433.5
ph-application-1508364558011-36387,17488.2,435.6
ph-application-1508364558011-36394,17527.2,437.6
ph-application-1508364558011-36430,17588.1,439.6
ph-application-1508364558011-36434,17595.4,441.6
ph-application-1508364558011-36482,17721.0,443.6
ph-application-1508364558011-36527,17847.1,445.6
ph-application-1508364558011-36645,18235.4,447.6
ph-application-1508364558011-36741,18708.8,449.6
ph-application-1508364558011-36798,18907.3,451.6
ph-application-1508364558011-36822,18948.8,453.6
ph-application-1508364558011-36870,19259.0,455.6
ph-application-1508364558011-36886,19308.8,457.6
ph-application-1508364558011-36888,19318.5,459.6
ph-application-1508364558011-36895,19384.2,461.7
ph-application-1508364558011-36914,19505.2,463.7
ph-application-1508364558011-36927,19548.7,465.7
ph-application-1508364558011-37016,20132.3,467.7
ph-application-1508364558011-37065,20294.8,469.7
ph-application-1508364558011-37086,20348.8,471.7
ph-application-1508364558011-37159,20561.1,473.7
ph-application-1508364558011-37200,20744.0,475.7
ph-application-1508364558011-37211,20746.1,477.7
ph-application-1508364558011-37230,20748.7,479.7
ph-application-1508364558011-37291,20758.4,481.7
ph-application-1508364558011-37302,20760.0,483.7
ph-application-1508364558011-37345,20767.0,485.7
ph-application-1508364558011-37411,20778.7,487.8
ph-application-1508364558011-37418,20780.2,489.8
ph-application-1508364558011-37432,20782.2,491.8
ph-application-1508364558011-37433,20782.6,493.8
ph-application-1508364558011-37453,20785.8,495.8
ph-application-1508364558011-37464,20787.5,497.8
ph-application-1508364558011-37467,20787.9,499.8
ph-application-1508364558011-37474,20788.8,501.8
ph-application-1508364558011-37543,20800.2,503.8
ph-application-1508364558011-37544,20800.3,505.8
ph-application-1508364558011-37583,20806.7,507.8
ph-application-1508364558011-37589,20807.2,509.8
ph-application-1508364558011-37590,20807.4,511.8
ph-application-1508364558011-37602,20808.8,513.8
ph-application-1508364558011-37610,20810.1,515.9
ph-application-1508364558011-37628,20813.6,517.9
ph-application-1508364558011-37682,20823.1,519.9
ph-application-1508364558011-37708,20826.9,521.9
ph-application-1508364558011-37783,20960.6,523.9
ph-application-1508364558011-37844,21350.1,525.9
ph-application-1508364558011-37896,21686.5,527.9
ph-application-1508364558011-38015,22388.8,529.9
ph-application-1508364558011-38058,22846.5,531.9
ph-application-1508364558011-38114,23297.0,533.9
ph-application-1508364558011-38122,23297.4,535.9
ph-application-1508364558011-38154,23298.5,537.9
ph-application-1508364558011-38194,23299.5,539.9
ph-application-1508364558011-38217,23300.0,541.9
ph-application-1508364558011-38218,23300.0,543.9
ph-application-1508364558011-38229,23300.2,546.0
ph-application-1508364558011-38308,23302.1,548.0
ph-application-1508364558011-38336,23303.1,550.0
ph-application-1508364558011-38375,23304.0,552.0
ph-application-1508364558011-38489,23306.4,554.0
ph-application-1508364558011-38532,23307.2,556.0
ph-application-1508364558011-38549,23307.6,558.0
ph-application-1508364558011-38562,23307.9,560.0
ph-application-1508364558011-38635,23310.2,562.0
ph-application-1508364558011-38657,23310.8,564.0
ph-application-1508364558011-38685,23311.2,566.0
ph-application-1508364558011-38725,23312.0,568.0
ph-application-1508364558011-38760,23314.6,570.0
ph-application-1508364558011-38844,23374.3,572.0
ph-application-1508364558011-38862,23377.6,574.1
ph-application-1508364558011-38916,23386.0,576.1
ph-application-1508364558011-38922,23386.7,578.1
ph-application-1508364558011-38930,23387.9,580.1
ph-application-1508364558011-38932,23388.1,582.1
ph-application-1508364558011-38956,23392.0,584.1
ph-application-1508364558011-38966,23393.5,586.1
ph-application-1508364558011-39104,23417.3,588.1
ph-application-1508364558011-39179,23430.4,590.1
ph-application-1508364558011-39252,23443.5,592.1
ph-application-1508364558011-39402,23469.0,594.1
ph-application-1508364558011-39404,23469.3,596.1
ph-application-1508364558011-39417,23472.1,598.1
ph-application-1508364558011-39427,23473.5,600.1
ph-application-1508364558011-39456,23479.1,602.1
ph-application-1508364558011-39649,23693.8,604.2
ph-application-1508364558011-39717,23705.5,606.2
ph-application-1508364558011-39743,23709.2,608.2
ph-application-1508364558011-39799,23719.1,610.2
ph-application-1508364558011-39870,23731.2,612.2
ph-application-1508364558011-39877,23732.7,614.2
ph-application-1508364558011-39887,23735.2,616.2
ph-application-1508364558011-39893,23736.0,618.2
ph-application-1508364558011-39913,23739.2,620.2
ph-application-1508364558011-39926,23741.1,622.2
ph-application-1508364558011-40050,23766.4,624.2
ph-application-1508364558011-40063,23768.7,626.2
ph-application-1508364558011-40066,23769.1,628.2
ph-application-1508364558011-40067,23769.4,630.2
ph-application-1508364558011-40075,23770.7,632.3
ph-application-1508364558011-40087,23773.1,634.3
ph-application-1508364558011-40089,23773.6,636.3
ph-application-1508364558011-40138,23781.0,638.3
ph-application-1508364558011-40184,23788.3,640.3
ph-application-1508364558011-40205,23805.8,642.3
ph-application-1508364558011-40239,23878.8,644.3
ph-application-1508364558011-40270,23931.7,646.3
ph-application-1508364558011-40300,23963.0,648.3
ph-application-1508364558011-40394,23979.0,650.3
ph-application-1508364558011-40603,24168.8,652.3
ph-application-1508364558011-40647,24359.2,654.3
ph-application-1508364558011-40649,24368.8,656.3
ph-application-1508364558011-40660,24404.4,658.3
ph-application-1508364558011-40680,24528.8,660.4
ph-application-1508364558011-40693,24637.5,662.4
ph-application-1508364558011-40811,25070.5,664.4
ph-application-1508364558011-40920,25209.8,666.4
ph-application-1508364558011-41037,25505.5,668.4
ph-application-1508364558011-41144,25690.1,670.4
ph-application-1508364558011-41252,25692.6,672.4
ph-application-1508364558011-41265,25692.9,674.4
ph-application-1508364558011-41356,25694.7,676.4
ph-application-1508364558011-41376,25697.1,678.4
ph-application-1508364558011-41420,25808.8,680.4
ph-application-1508364558011-41453,25941.5,682.4
ph-application-1508364558011-41484,26094.9,684.4
ph-application-1508364558011-41495,26128.7,686.5
ph-application-1508364558011-41602,26506.4,688.5
ph-application-1508364558011-41686,26724.2,690.5
ph-application-1508364558011-41729,26849.4,692.5
ph-application-1508364558011-41734,26870.1,694.5
ph-application-1508364558011-41757,26928.8,696.5
ph-application-1508364558011-41824,27107.0,698.5
ph-application-1508364558011-41901,27155.5,700.5
ph-application-1508364558011-42065,27811.2,702.5
ph-application-1508364558011-42071,27868.8,704.5
ph-application-1508364558011-42302,28584.7,706.5
ph-application-1508364558011-42304,28585.8,708.5
ph-application-1508364558011-42306,28587.9,710.5
ph-application-1508364558011-42324,28615.5,712.5
ph-application-1508364558011-42342,28648.0,714.6
ph-application-1508364558011-42361,28681.2,716.6
ph-application-1508364558011-42418,28864.4,718.6
ph-application-1508364558011-42421,28877.6,720.6
ph-application-1508364558011-42469,29070.0,722.6
ph-application-1508364558011-42556,29394.6,724.6
ph-application-1508364558011-42649,29414.6,726.6
ph-application-1508364558011-42768,29578.2,728.6
ph-application-1508364558011-42788,29584.2,730.6
ph-application-1508364558011-42811,29612.1,732.6
ph-application-1508364558011-42878,29785.9,734.6
ph-application-1508364558011-42892,29827.4,736.6
ph-application-1508364558011-42908,29860.0,738.6
ph-application-1508364558011-42986,30108.8,740.6
ph-application-1508364558011-43094,30504.3,742.7
ph-application-1508364558011-43127,30588.7,744.7
ph-application-1508364558011-43260,31228.7,746.7
ph-application-1508364558011-43265,31245.8,748.7
ph-application-1508364558011-43339,31402.5,750.7
ph-application-1508364558011-43346,31431.9,752.7
ph-application-1508364558011-43353,31441.8,754.7
ph-application-1508364558011-43407,31588.7,756.7
ph-application-1508364558011-43537,31960.2,758.7
ph-application-1508364558011-43538,31960.3,760.7
ph-application-1508364558011-43572,31965.7,762.7
ph-application-1508364558011-43573,31965.8,764.7
ph-application-1508364558011-43577,31966.3,766.7
ph-application-1508364558011-43599,31969.9,768.8
ph-application-1508364558011-43612,31973.4,770.8
ph-application-1508364558011-43625,31975.4,772.8
ph-application-1508364558011-43628,31975.9,774.8
ph-application-1508364558011-43645,31979.0,776.8
ph-application-1508364558011-43649,31979.4,778.8
ph-application-1508364558011-43685,31985.3,780.8
ph-application-1508364558011-43697,31987.7,782.8
ph-application-1508364558011-43767,32002.3,784.8
ph-application-1508364558011-43933,32031.7,786.8
ph-application-1508364558011-43949,32034.5,788.8
ph-application-1508364558011-43965,32038.5,790.8
ph-application-1508364558011-43967,32038.9,792.8
ph-application-1508364558011-43983,32041.9,794.8
ph-application-1508364558011-43986,32042.3,796.9
ph-application-1508364558011-43992,32043.4,798.9
ph-application-1508364558011-44042,32257.8,800.9
ph-application-1508364558011-44077,32335.8,802.9
ph-application-1508364558011-44091,32358.8,804.9
ph-application-1508364558011-44097,32360.8,806.9
ph-application-1508364558011-44166,32374.6,808.9
ph-application-1508364558011-44208,32397.5,810.9
ph-application-1508364558011-44223,32416.9,812.9
ph-application-1508364558011-44225,32417.0,814.9
ph-application-1508364558011-44247,32439.6,816.9
ph-application-1508364558011-44259,32452.2,818.9
ph-application-1508364558011-44278,32456.1,820.9
ph-application-1508364558011-44322,32462.5,823.0
ph-application-1508364558011-44323,32462.7,825.0
ph-application-1508364558011-44367,32477.5,827.0
ph-application-1508364558011-44385,32480.0,829.0
ph-application-1508364558011-44399,32482.0,831.0
ph-application-1508364558011-44473,32493.5,833.0
ph-application-1508364558011-44480,32494.6,835.0
ph-application-1508364558011-44524,32501.9,837.0
ph-application-1508364558011-44573,32507.8,839.0
ph-application-1508364558011-44581,32508.8,841.0
ph-application-1508364558011-44605,32513.3,843.0
ph-application-1508364558011-44634,32517.8,845.0
ph-application-1508364558011-44636,32518.1,847.1
ph-application-1508364558011-44653,32520.5,849.1
ph-application-1508364558011-44655,32520.8,851.1
ph-application-1508364558011-44676,32524.0,853.1
ph-application-1508364558011-44716,32531.0,855.1
ph-application-1508364558011-44846,32609.0,857.1
ph-application-1508364558011-44851,32613.8,859.1
ph-application-1508364558011-44913,32627.3,861.1
ph-application-1508364558011-44942,32631.1,863.1
ph-application-1508364558011-44951,32632.2,865.1
ph-application-1508364558011-45015,32641.9,867.1
ph-application-1508364558011-45037,32645.9,869.1
ph-application-1508364558011-45072,32651.0,871.1
ph-application-1508364558011-45136,32664.4,873.1
ph-application-1508364558011-45170,32671.2,875.2
ph-application-1508364558011-45210,32677.7,877.2
ph-application-1508364558011-45216,32678.6,879.2
ph-application-1508364558011-45217,32678.8,881.2
ph-application-1508364558011-45374,32710.9,883.2
ph-application-1508364558011-45431,32841.7,885.2
ph-application-1508364558011-45486,32855.3,887.2
ph-application-1508364558011-45494,32857.0,889.2
ph-application-1508364558011-45546,32873.1,891.2
ph-application-1508364558011-45574,32883.5,893.2
ph-application-1508364558011-45581,32886.3,895.2
ph-application-1508364558011-45614,32893.2,897.2
ph-application-1508364558011-45626,32897.0,899.2
ph-application-1508364558011-45649,32968.8,901.2
ph-application-1508364558011-45659,33028.9,903.3
ph-application-1508364558011-45712,33288.7,905.3
ph-application-1508364558011-45733,33350.9,907.3
ph-application-1508364558011-45741,33384.4,909.3
ph-application-1508364558011-45775,33520.0,911.3
ph-application-1508364558011-45778,33548.7,913.3
ph-application-1508364558011-45831,33748.8,915.3
ph-application-1508364558011-46093,34371.3,917.3
ph-application-1508364558011-46168,34441.5,919.3
ph-application-1508364558011-46181,34468.8,921.3
ph-application-1508364558011-46186,34480.9,923.3
ph-application-1508364558011-46191,34488.8,925.3
ph-application-1508364558011-46214,34528.8,927.3
ph-application-1508364558011-46241,34564.9,929.3
ph-application-1508364558011-46269,34589.9,931.3
ph-application-1508364558011-46364,34752.6,933.4
ph-application-1508364558011-46396,34799.9,935.4
ph-application-1508364558011-46466,34988.8,937.4
ph-application-1508364558011-46488,35044.6,939.4
ph-application-1508364558011-46540,35150.2,941.4
ph-application-1508364558011-46615,35330.8,943.4
ph-application-1508364558011-46637,35371.6,945.4
ph-application-1508364558011-46665,35409.9,947.4
ph-application-1508364558011-46696,35457.2,949.4
ph-application-1508364558011-46744,35506.7,951.4
ph-application-1508364558011-46796,35644.1,953.4
ph-application-1508364558011-46834,35768.8,955.4
ph-application-1508364558011-46991,36268.8,957.4
ph-application-1508364558011-47041,36463.2,959.4
ph-application-1508364558011-47090,36584.7,961.4
ph-application-1508364558011-47101,36615.1,963.5
ph-application-1508364558011-47107,36628.8,965.5
ph-application-1508364558011-47170,36714.8,967.5
ph-application-1508364558011-47184,36788.7,969.5
ph-application-1508364558011-47271,37116.3,971.5
ph-application-1508364558011-47305,37191.3,973.5
ph-application-1508364558011-47345,37234.5,975.5
ph-application-1508364558011-47362,37239.7,977.5
ph-application-1508364558011-47419,37287.9,979.5
ph-application-1508364558011-47478,37387.6,981.5
ph-application-1508364558011-47502,37448.8,983.5
ph-application-1508364558011-47521,37520.6,985.5
ph-application-1508364558011-47539,37608.8,987.5
ph-application-1508364558011-47621,37987.0,989.6
ph-application-1508364558011-47640,38061.2,991.6
ph-application-1508364558011-47645,38108.8,993.6
ph-application-1508364558011-47660,38168.8,995.6
ph-application-1508364558011-47714,38468.7,997.6
ph-application-1508364558011-47803,39468.8,999.6
ph-application-1508364558011-47850,39843.2,1001.6
