pod,queue_sec,jct_sec
ph-application-1508364558011-47345-ffpsr,12.0,73.0
ph-application-1508364558011-47362-qqmb9,68.0,74.0
ph-application-1508364558011-47419-hstrg,3.0,9.0
ph-application-1508364558011-47478-9gl8g,388.0,500.0
ph-application-1508364558011-47502-lczbb,4.0,10.0
ph-application-1508364558011-47521-wwq9x,182.0,253.0
ph-application-1508364558011-47539-djpvd,5.0,11.0
ph-application-1508364558011-47621-v6ktw,8.0,15.0
ph-application-1508364558011-47640-5nqdz,12.0,18.0
ph-application-1508364558011-47645-hx9x6,15.0,21.0
ph-application-1508364558011-47660-8dx8j,24.0,30.0
ph-application-1508364558011-47714-mv2h9,16.0,23.0
ph-application-1508364558011-47803-llctj,14.0,21.0
