namespace,pod,phase,start,finish
ns-16904413105821052,violet-run-pipeline-gpu-c9pkt-2907468312,Running,2024-01-29 15:45:00+09:00,2024-01-29 16:00:00+09:00
ns-16904413105821052,violet-run-pipeline-gpu-c9pkt-2907468312,Succeeded,2024-01-29 16:00:00+09:00,2024-01-30 15:45:00+09:00
ns-16904413105821052,violet-run-pipeline-gpu-g5bc6-3346494428,Running,2024-01-04 17:15:00+09:00,2024-01-04 17:30:00+09:00
ns-16904413105821052,violet-run-pipeline-gpu-g5bc6-3346494428,Succeeded,2024-01-04 17:30:00+09:00,2024-01-05 17:30:00+09:00
ns-16904413105821052,violet-run-pipeline-gpu-h87tp-2292586306,Running,2023-12-17 23:15:00+09:00,2023-12-17 23:30:00+09:00
ns-16904413105821052,violet-run-pipeline-gpu-nhq7k-719672536,Running,2024-01-04 15:45:00+09:00,2024-01-04 16:15:00+09:00
ns-16904413105821052,violet-run-pipeline-gpu-p9zqk-3668461244,Running,2024-01-04 16:30:00+09:00,2024-01-04 16:45:00+09:00
ns-16904413105821052,violet-run-pipeline-gpu-p9zqk-3668461244,Succeeded,2024-01-04 16:45:00+09:00,2024-01-05 16:45:00+09:00
ns-16904413105821052,violet-run-pipeline-gpu-pzqs7-1201351252,Running,2023-11-13 15:30:00+09:00,2023-11-13 15:45:00+09:00
ns-16904413105821052,violet-run-pipeline-gpu-pzqs7-1201351252,Succeeded,2023-11-13 15:45:00+09:00,2023-11-14 15:45:00+09:00
ns-16904413105821052,violet-run-pipeline-gpu-rvpms-439587089,Running,2023-11-26 23:15:00+09:00,2023-11-26 23:30:00+09:00
ns-16904413105821052,violet-run-pipeline-gpu-rvpms-439587089,Succeeded,2023-11-26 23:30:00+09:00,2023-11-27 23:15:00+09:00
ns-16904413105821052,violet-run-pipeline-gpu-swq2n-3049610790,Running,2024-01-05 10:00:00+09:00,2024-01-05 10:15:00+09:00
ns-16904413105821052,violet-run-pipeline-gpu-swq2n-3049610790,Succeeded,2024-01-05 10:15:00+09:00,2024-01-06 10:15:00+09:00
ns-16904413105821052,violet-run-pipeline-gpu-v9f29-4231972161,Pending,2024-01-29 15:45:00+09:00,2024-01-29 16:00:00+09:00
ns-16904413105821052,violet-run-pipeline-gpu-v9f29-4231972161,Running,2024-01-29 16:00:00+09:00,2024-01-29 16:15:00+09:00
ns-16904413105821052,violet-run-pipeline-gpu-v9f29-4231972161,Succeeded,2024-01-29 16:15:00+09:00,2024-01-30 16:15:00+09:00
ns-16904415495054562,instance-1374-0,Pending,2023-12-07 09:00:00+09:00,2023-12-07 09:15:00+09:00
ns-16904415495054562,instance-1374-0,Running,2023-12-07 09:15:00+09:00,2023-12-08 09:00:00+09:00
ns-16904415495054562,instance-1374-0,Pending,2024-01-10 15:30:00+09:00,2024-01-10 15:45:00+09:00
ns-16904415495054562,instance-1374-0,Running,2024-01-10 15:45:00+09:00,2024-01-11 15:30:00+09:00
ns-16904415495054562,instance-1389-0,Pending,2024-01-04 11:15:00+09:00,2024-01-04 11:30:00+09:00
ns-16904415495054562,instance-1389-0,Running,2024-01-04 11:30:00+09:00,2024-01-05 11:15:00+09:00
ns-16904415495054562,instance-2353-0,Running,2024-01-04 16:45:00+09:00,2024-01-05 14:00:00+09:00
ns-16904415495054562,instance-2360-0,Running,2024-01-05 14:00:00+09:00,2024-01-05 14:15:00+09:00
ns-16904415495054562,instance-2361-0,Running,2024-01-05 14:15:00+09:00,2024-01-06 14:15:00+09:00
ns-16904415495054562,instance-2397-0,Running,2024-01-10 09:30:00+09:00,2024-01-11 09:45:00+09:00
ns-16904415495054562,instance-2397-0,Running,2024-01-18 15:00:00+09:00,2024-01-19 15:00:00+09:00
ns-16904415495054562,instance-2397-0,Running,2024-01-23 11:00:00+09:00,2024-01-24 11:00:00+09:00
ns-16904415495054562,instance-2397-0,Running,2024-01-28 11:15:00+09:00,2024-01-29 11:15:00+09:00
ns-16904415495054562,instance-2528-0,Running,2024-01-25 16:30:00+09:00,2024-01-26 10:00:00+09:00
ns-16904415809493358,instance-2380-0,Running,2024-01-08 15:30:00+09:00,2024-01-09 15:30:00+09:00
ns-16904415809493358,instance-2380-0,Running,2024-01-10 09:45:00+09:00,2024-01-11 09:45:00+09:00
ns-16904415809493358,instance-2380-0,Running,2024-01-18 14:45:00+09:00,2024-01-19 14:45:00+09:00
ns-16904415809493358,instance-2380-0,Running,2024-01-23 10:15:00+09:00,2024-01-24 10:15:00+09:00
ns-16904415809493358,instance-2380-0,Running,2024-01-28 11:00:00+09:00,2024-01-29 11:00:00+09:00
ns-16904458533318198,instance-1592-0,Running,2023-11-13 10:30:00+09:00,2023-11-14 10:30:00+09:00
ns-16904458533318198,instance-1613-0,Running,2023-11-08 21:15:00+09:00,2023-11-09 14:15:00+09:00
ns-16904458533318198,instance-1629-0,Pending,2023-11-09 10:00:00+09:00,2023-11-09 14:30:00+09:00
ns-16904458533318198,instance-1629-0,Running,2023-11-09 14:30:00+09:00,2023-11-10 10:00:00+09:00
ns-16904458533318198,instance-1629-0,Pending,2023-11-14 11:15:00+09:00,2023-11-14 11:30:00+09:00
ns-16904458533318198,instance-1629-0,Running,2023-11-14 11:30:00+09:00,2023-11-15 11:15:00+09:00
ns-16904458533318198,instance-1629-0,Running,2024-01-17 10:30:00+09:00,2024-01-18 10:30:00+09:00
ns-16904458533318198,instance-1629-0,Pending,2024-01-29 17:30:00+09:00,2024-01-30 07:15:00+09:00
ns-16904458533318198,instance-1629-0,Running,2024-01-30 07:15:00+09:00,2024-01-30 17:30:00+09:00
ns-16904458533318198,instance-1814-0,Running,2023-11-14 10:45:00+09:00,2023-11-15 10:45:00+09:00
ns-16904458533318198,instance-1814-0,Running,2023-11-16 15:30:00+09:00,2023-11-17 15:30:00+09:00
ns-16904458533318198,instance-1890-0,Running,2023-11-16 17:30:00+09:00,2023-11-16 21:30:00+09:00
ns-16904458533318198,instance-1892-0,Running,2023-11-16 21:45:00+09:00,2023-11-17 21:45:00+09:00
ns-16904458533318198,instance-1892-0,Running,2023-11-20 10:15:00+09:00,2023-11-21 10:30:00+09:00
ns-16904458533318198,instance-1892-0,Running,2023-11-21 11:15:00+09:00,2023-11-21 16:00:00+09:00
ns-16904458533318198,instance-1970-0,Running,2023-11-21 16:00:00+09:00,2023-11-22 16:00:00+09:00
ns-16904458533318198,instance-1970-0,Running,2023-11-22 16:15:00+09:00,2023-11-22 20:45:00+09:00
ns-16904458533318198,instance-1996-0,Pending,2023-11-22 20:30:00+09:00,2023-11-22 21:00:00+09:00
ns-16904458533318198,instance-1996-0,Running,2023-11-22 21:00:00+09:00,2023-11-23 20:30:00+09:00
ns-16904458533318198,instance-1997-0,Running,2023-11-22 20:45:00+09:00,2023-11-23 20:45:00+09:00
ns-16904458533318198,instance-1997-0,Running,2023-11-27 09:45:00+09:00,2023-11-28 09:45:00+09:00
ns-16904458533318198,instance-1997-0,Pending,2023-11-28 11:15:00+09:00,2023-11-28 13:45:00+09:00
ns-16904458533318198,instance-1997-0,Running,2023-11-28 13:45:00+09:00,2023-11-29 11:15:00+09:00
ns-16904458533318198,instance-1997-0,Pending,2023-11-29 11:15:00+09:00,2023-11-29 15:15:00+09:00
ns-16904458533318198,instance-1997-0,Running,2023-11-29 15:15:00+09:00,2023-11-30 11:30:00+09:00
ns-16904458533318198,instance-2100-0,Pending,2023-11-29 14:30:00+09:00,2023-11-29 17:00:00+09:00
ns-16904458533318198,instance-2100-0,Running,2023-11-29 17:00:00+09:00,2023-11-29 20:45:00+09:00
ns-16904458533318198,instance-2100-0,Pending,2023-12-07 10:15:00+09:00,2023-12-14 16:30:00+09:00
ns-16904458533318198,instance-2100-0,Running,2023-12-14 16:45:00+09:00,2023-12-15 16:45:00+09:00
ns-16904458533318198,instance-2100-0,Running,2023-12-18 14:15:00+09:00,2023-12-19 14:15:00+09:00
ns-16904458533318198,instance-2100-0,Running,2024-01-03 14:00:00+09:00,2024-01-03 16:00:00+09:00
ns-16904458533318198,instance-2267-0,Running,2023-12-19 15:15:00+09:00,2023-12-19 15:30:00+09:00
ns-16904458533318198,instance-2268-0,Running,2023-12-19 15:30:00+09:00,2023-12-20 15:30:00+09:00
ns-16904458533318198,instance-2276-0,Pending,2023-12-20 16:00:00+09:00,2023-12-20 16:30:00+09:00
ns-16904458533318198,instance-2276-0,Running,2023-12-20 16:30:00+09:00,2023-12-21 14:15:00+09:00
ns-16904458533318198,instance-2281-0,Running,2023-12-21 13:15:00+09:00,2023-12-22 13:15:00+09:00
ns-16904458533318198,instance-2281-0,Running,2024-01-01 10:00:00+09:00,2024-01-02 11:15:00+09:00
ns-16904458533318198,instance-2322-0,Running,2024-01-02 11:15:00+09:00,2024-01-02 16:15:00+09:00
ns-16904458533318198,instance-2322-0,Running,2024-01-04 11:00:00+09:00,2024-01-04 14:00:00+09:00
ns-16904458533318198,instance-2322-0,Running,2024-01-08 10:00:00+09:00,2024-01-08 14:30:00+09:00
ns-16904458533318198,instance-2324-0,Running,2024-01-02 17:00:00+09:00,2024-01-02 17:45:00+09:00
ns-16904458533318198,instance-2326-0,Running,2024-01-02 17:45:00+09:00,2024-01-03 14:00:00+09:00
ns-16904458533318198,instance-2336-0,Running,2024-01-03 16:00:00+09:00,2024-01-04 11:00:00+09:00
ns-16904458533318198,instance-2477-0,Running,2024-01-22 13:15:00+09:00,2024-01-23 13:15:00+09:00
ns-16904458533318198,instance-2484-0,Pending,2024-01-23 14:30:00+09:00,2024-01-23 15:15:00+09:00
ns-16904458533318198,instance-2484-0,Running,2024-01-23 15:15:00+09:00,2024-01-24 14:30:00+09:00
ns-16904458533318198,instance-2484-0,Pending,2024-01-24 14:30:00+09:00,2024-01-24 15:45:00+09:00
ns-16904458533318198,instance-2484-0,Running,2024-01-24 15:45:00+09:00,2024-01-25 14:30:00+09:00
ns-16904458533318198,instance-2527-0,Running,2024-01-25 14:30:00+09:00,2024-01-26 14:30:00+09:00
ns-16904458533318198,instance-2596-0,Pending,2024-01-31 18:30:00+09:00,2024-01-31 18:45:00+09:00
ns-16904458533318198,instance-2596-0,Running,2024-01-31 18:45:00+09:00,2024-02-01 18:45:00+09:00
ns-16904458533318198,instance-2596-0,Running,2024-02-07 16:00:00+09:00,2024-02-08 00:00:00+09:00
ns-16904458533318198,instance-274-0,Running,2024-01-04 14:00:00+09:00,2024-01-05 14:00:00+09:00
ns-16904458533318198,instance-274-0,Pending,2024-01-15 10:30:00+09:00,2024-01-15 14:30:00+09:00
ns-16904458533318198,instance-274-0,Running,2024-01-15 14:30:00+09:00,2024-01-16 10:30:00+09:00
ns-16904458533318198,instance-738-0,Pending,2023-11-28 14:00:00+09:00,2023-11-28 17:30:00+09:00
ns-16904458533318198,instance-738-0,Running,2023-11-28 17:30:00+09:00,2023-11-28 17:45:00+09:00
ns-16904458533318198,violet-run-pipeline-gpu-2g9n4-268950333,Running,2023-11-14 10:45:00+09:00,2023-11-14 11:00:00+09:00
ns-16904458533318198,violet-run-pipeline-gpu-2g9n4-268950333,Failed,2023-11-14 11:00:00+09:00,2023-11-15 10:45:00+09:00
ns-16904458533318198,violet-run-pipeline-gpu-4gtq4-2472434307,Running,2024-01-02 14:30:00+09:00,2024-01-04 11:15:00+09:00
ns-16904458533318198,violet-run-pipeline-gpu-4vk2f-731439944,Failed,2023-12-20 16:30:00+09:00,2023-12-21 16:15:00+09:00
ns-16904458533318198,violet-run-pipeline-gpu-56shb-4110672911,Pending,2024-01-04 11:15:00+09:00,2024-01-04 11:30:00+09:00
ns-16904458533318198,violet-run-pipeline-gpu-56shb-4110672911,Running,2024-01-04 11:30:00+09:00,2024-01-04 17:00:00+09:00
ns-16904458533318198,violet-run-pipeline-gpu-5j9bc-3339071754,Pending,2024-01-22 13:15:00+09:00,2024-01-22 13:30:00+09:00
ns-16904458533318198,violet-run-pipeline-gpu-5j9bc-3339071754,Failed,2024-01-22 13:30:00+09:00,2024-01-23 13:15:00+09:00
ns-16904458533318198,violet-run-pipeline-gpu-5nwn5-2647425578,Failed,2023-12-21 15:30:00+09:00,2023-12-22 15:30:00+09:00
ns-16904458533318198,violet-run-pipeline-gpu-65995-2587903403,Failed,2024-01-17 14:45:00+09:00,2024-01-18 14:45:00+09:00
ns-16904458533318198,violet-run-pipeline-gpu-67q9p-1369228348,Pending,2024-01-17 15:15:00+09:00,2024-01-17 15:30:00+09:00
ns-16904458533318198,violet-run-pipeline-gpu-67q9p-1369228348,Failed,2024-01-17 15:30:00+09:00,2024-01-18 15:15:00+09:00
ns-16904458533318198,violet-run-pipeline-gpu-7956g-818070845,Running,2023-11-27 16:15:00+09:00,2023-11-27 17:30:00+09:00
ns-16904458533318198,violet-run-pipeline-gpu-7956g-818070845,Succeeded,2023-11-27 17:30:00+09:00,2023-11-28 17:30:00+09:00
ns-16904458533318198,violet-run-pipeline-gpu-8fz2m-3120019794,Pending,2023-12-20 15:00:00+09:00,2023-12-20 15:15:00+09:00
ns-16904458533318198,violet-run-pipeline-gpu-8fz2m-3120019794,Failed,2023-12-20 15:15:00+09:00,2023-12-21 15:00:00+09:00
ns-16904458533318198,violet-run-pipeline-gpu-8z2pg-3801962406,Running,2023-11-08 21:15:00+09:00,2023-11-09 17:15:00+09:00
ns-16904458533318198,violet-run-pipeline-gpu-8z68d-964333601,Pending,2024-01-15 13:45:00+09:00,2024-01-15 14:00:00+09:00
ns-16904458533318198,violet-run-pipeline-gpu-8z68d-964333601,Failed,2024-01-15 14:00:00+09:00,2024-01-16 14:00:00+09:00
ns-16904458533318198,violet-run-pipeline-gpu-9hfv4-2070089656,Running,2023-12-21 15:00:00+09:00,2023-12-21 15:15:00+09:00
ns-16904458533318198,violet-run-pipeline-gpu-9hfv4-2070089656,Failed,2023-12-21 15:15:00+09:00,2023-12-22 15:00:00+09:00
ns-16904458533318198,violet-run-pipeline-gpu-9mw92-3717946137,Failed,2023-12-21 16:30:00+09:00,2023-12-22 16:30:00+09:00
ns-16904458533318198,violet-run-pipeline-gpu-b7kcj-3614906754,Running,2023-11-13 11:15:00+09:00,2023-11-13 14:45:00+09:00
ns-16904458533318198,violet-run-pipeline-gpu-bnf7z-2577817796,Failed,2024-01-02 16:15:00+09:00,2024-01-03 16:15:00+09:00
ns-16904458533318198,violet-run-pipeline-gpu-bpqhl-1718443462,Failed,2023-12-20 16:00:00+09:00,2023-12-21 16:00:00+09:00
ns-16904458533318198,violet-run-pipeline-gpu-btkf5-859327339,Pending,2024-01-01 10:00:00+09:00,2024-01-01 10:30:00+09:00
ns-16904458533318198,violet-run-pipeline-gpu-btkf5-859327339,Failed,2024-01-01 10:30:00+09:00,2024-01-02 10:30:00+09:00
ns-16904458533318198,violet-run-pipeline-gpu-c5d2p-145999275,Running,2024-01-15 11:00:00+09:00,2024-01-15 13:30:00+09:00
ns-16904458533318198,violet-run-pipeline-gpu-c9q6d-1992643550,Pending,2023-11-15 16:30:00+09:00,2023-11-15 18:45:00+09:00
ns-16904458533318198,violet-run-pipeline-gpu-c9q6d-1992643550,Running,2023-11-15 18:45:00+09:00,2023-11-27 15:30:00+09:00
ns-16904458533318198,violet-run-pipeline-gpu-cj2dp-922712330,Running,2023-11-27 15:45:00+09:00,2023-11-27 16:00:00+09:00
ns-16904458533318198,violet-run-pipeline-gpu-cj2dp-922712330,Succeeded,2023-11-27 16:00:00+09:00,2023-11-28 16:00:00+09:00
ns-16904458533318198,violet-run-pipeline-gpu-cm7mz-1371493079,Pending,2024-01-30 17:15:00+09:00,2024-01-31 08:45:00+09:00
ns-16904458533318198,violet-run-pipeline-gpu-cm7mz-1371493079,Running,2024-01-31 08:45:00+09:00,2024-01-31 18:30:00+09:00
ns-16904458533318198,violet-run-pipeline-gpu-cpthh-1789610334,Pending,2023-11-13 11:15:00+09:00,2023-12-02 21:00:00+09:00
ns-16904458533318198,violet-run-pipeline-gpu-cpthh-1789610334,Running,2023-12-02 21:00:00+09:00,2023-12-14 16:30:00+09:00
ns-16904458533318198,violet-run-pipeline-gpu-cqvdx-3691269499,Pending,2023-11-28 09:45:00+09:00,2023-11-28 10:00:00+09:00
ns-16904458533318198,violet-run-pipeline-gpu-cqvdx-3691269499,Running,2023-11-28 10:00:00+09:00,2023-11-28 13:30:00+09:00
ns-16904458533318198,violet-run-pipeline-gpu-cqvdx-3691269499,Succeeded,2023-11-28 13:30:00+09:00,2023-11-29 13:15:00+09:00
ns-16904458533318198,violet-run-pipeline-gpu-d9xwj-4096631761,Failed,2024-01-01 10:30:00+09:00,2024-01-02 10:30:00+09:00
ns-16904458533318198,violet-run-pipeline-gpu-dfgr7-30437597,Running,2024-01-01 10:30:00+09:00,2024-01-01 10:45:00+09:00
ns-16904458533318198,violet-run-pipeline-gpu-dwdpk-1858045587,Pending,2023-11-09 18:15:00+09:00,2023-11-10 10:00:00+09:00
ns-16904458533318198,violet-run-pipeline-gpu-dwdpk-1858045587,Failed,2023-11-10 10:00:00+09:00,2023-11-11 10:00:00+09:00
ns-16904458533318198,violet-run-pipeline-gpu-f822v-884832689,Failed,2024-01-01 10:15:00+09:00,2024-01-02 10:15:00+09:00
ns-16904458533318198,violet-run-pipeline-gpu-ff44j-3079852243,Running,2023-11-13 14:45:00+09:00,2023-11-13 15:30:00+09:00
ns-16904458533318198,violet-run-pipeline-gpu-fzl7m-3921908133,Running,2024-01-29 17:30:00+09:00,2024-01-30 10:00:00+09:00
ns-16904458533318198,violet-run-pipeline-gpu-fzl7m-3921908133,Failed,2024-01-30 10:00:00+09:00,2024-01-31 10:00:00+09:00
ns-16904458533318198,violet-run-pipeline-gpu-gz9bd-2681504703,Pending,2024-01-22 17:45:00+09:00,2024-01-22 18:00:00+09:00
ns-16904458533318198,violet-run-pipeline-gpu-gz9bd-2681504703,Failed,2024-01-22 18:00:00+09:00,2024-01-23 17:45:00+09:00
ns-16904458533318198,violet-run-pipeline-gpu-hj5mn-1691664503,Succeeded,2023-11-27 15:30:00+09:00,2023-11-28 15:30:00+09:00
ns-16904458533318198,violet-run-pipeline-gpu-hlx6w-1170047220,Pending,2023-11-14 18:00:00+09:00,2023-11-15 10:45:00+09:00
ns-16904458533318198,violet-run-pipeline-gpu-hlx6w-1170047220,Failed,2023-11-15 10:45:00+09:00,2023-11-16 10:45:00+09:00
ns-16904458533318198,violet-run-pipeline-gpu-jk789-511130492,Failed,2023-11-13 15:30:00+09:00,2023-11-14 15:30:00+09:00
ns-16904458533318198,violet-run-pipeline-gpu-l7h7t-2715586169,Running,2023-11-09 17:15:00+09:00,2023-11-09 17:30:00+09:00
ns-16904458533318198,violet-run-pipeline-gpu-lwm5h-203195454,Pending,2023-11-15 13:45:00+09:00,2023-11-15 14:30:00+09:00
ns-16904458533318198,violet-run-pipeline-gpu-lwm5h-203195454,Running,2023-11-15 14:30:00+09:00,2023-11-15 14:45:00+09:00
ns-16904458533318198,violet-run-pipeline-gpu-lwm5h-203195454,Succeeded,2023-11-15 14:45:00+09:00,2023-11-16 14:30:00+09:00
ns-16904458533318198,violet-run-pipeline-gpu-mbfk9-821292784,Running,2024-01-22 18:00:00+09:00,2024-01-22 18:15:00+09:00
ns-16904458533318198,violet-run-pipeline-gpu-mbfk9-821292784,Failed,2024-01-22 18:15:00+09:00,2024-01-23 18:00:00+09:00
ns-16904458533318198,violet-run-pipeline-gpu-mddrv-3420181348,Running,2023-11-28 14:15:00+09:00,2023-11-28 21:00:00+09:00
ns-16904458533318198,violet-run-pipeline-gpu-mddrv-3420181348,Succeeded,2023-11-28 21:00:00+09:00,2023-11-29 21:00:00+09:00
ns-16904458533318198,violet-run-pipeline-gpu-mqgxn-2340622938,Pending,2024-01-30 16:30:00+09:00,2024-01-30 17:00:00+09:00
ns-16904458533318198,violet-run-pipeline-gpu-mqgxn-2340622938,Failed,2024-01-30 17:00:00+09:00,2024-01-31 16:45:00+09:00
ns-16904458533318198,violet-run-pipeline-gpu-nkbdr-1576494114,Running,2023-11-09 18:00:00+09:00,2023-11-09 18:15:00+09:00
ns-16904458533318198,violet-run-pipeline-gpu-nkbdr-1576494114,Failed,2023-11-09 18:15:00+09:00,2023-11-10 18:00:00+09:00
ns-16904458533318198,violet-run-pipeline-gpu-pmjr7-3912179269,Failed,2023-12-21 16:00:00+09:00,2023-12-22 16:00:00+09:00
ns-16904458533318198,violet-run-pipeline-gpu-pmlxh-1873054178,Failed,2023-12-21 16:15:00+09:00,2023-12-22 16:15:00+09:00
ns-16904458533318198,violet-run-pipeline-gpu-pwjj4-1201686976,Running,2024-01-01 10:45:00+09:00,2024-01-02 14:15:00+09:00
ns-16904458533318198,violet-run-pipeline-gpu-q92dk-73489274,Pending,2024-01-17 15:45:00+09:00,2024-01-17 16:00:00+09:00
ns-16904458533318198,violet-run-pipeline-gpu-q92dk-73489274,Failed,2024-01-17 16:00:00+09:00,2024-01-18 16:00:00+09:00
ns-16904458533318198,violet-run-pipeline-gpu-qbd6p-1169999936,Failed,2023-12-21 16:45:00+09:00,2023-12-22 16:45:00+09:00
ns-16904458533318198,violet-run-pipeline-gpu-qbq42-144346561,Pending,2024-02-01 10:00:00+09:00,2024-02-01 10:15:00+09:00
ns-16904458533318198,violet-run-pipeline-gpu-qbq42-144346561,Running,2024-02-01 10:15:00+09:00,2024-02-01 15:15:00+09:00
ns-16904458533318198,violet-run-pipeline-gpu-qv8q2-237780099,Pending,2024-01-01 10:00:00+09:00,2024-01-01 10:15:00+09:00
ns-16904458533318198,violet-run-pipeline-gpu-qv8q2-237780099,Failed,2024-01-01 10:15:00+09:00,2024-01-02 10:15:00+09:00
ns-16904458533318198,violet-run-pipeline-gpu-qzc8m-3277043400,Failed,2023-12-21 17:00:00+09:00,2023-12-22 17:00:00+09:00
ns-16904458533318198,violet-run-pipeline-gpu-r4pjc-2350761622,Pending,2024-01-30 15:00:00+09:00,2024-01-30 15:30:00+09:00
ns-16904458533318198,violet-run-pipeline-gpu-r4pjc-2350761622,Failed,2024-01-30 15:30:00+09:00,2024-01-31 15:30:00+09:00
ns-16904458533318198,violet-run-pipeline-gpu-r8bsx-2829109692,Running,2023-11-09 17:30:00+09:00,2023-11-09 18:00:00+09:00
ns-16904458533318198,violet-run-pipeline-gpu-rqzhn-2847255512,Running,2023-11-13 18:30:00+09:00,2023-11-13 18:45:00+09:00
ns-16904458533318198,violet-run-pipeline-gpu-rqzhn-2847255512,Failed,2023-11-13 18:45:00+09:00,2023-11-14 18:30:00+09:00
ns-16904458533318198,violet-run-pipeline-gpu-s59wn-196915659,Failed,2024-01-30 15:30:00+09:00,2024-01-31 15:30:00+09:00
ns-16904458533318198,violet-run-pipeline-gpu-srj89-1593795567,Pending,2024-01-24 14:30:00+09:00,2024-01-24 15:00:00+09:00
ns-16904458533318198,violet-run-pipeline-gpu-srj89-1593795567,Failed,2024-01-24 15:00:00+09:00,2024-01-25 14:45:00+09:00
ns-16904458533318198,violet-run-pipeline-gpu-swdbv-546445967,Running,2024-01-02 16:30:00+09:00,2024-01-04 11:00:00+09:00
ns-16904458533318198,violet-run-pipeline-gpu-vtkvk-1566002617,Running,2024-01-01 10:45:00+09:00,2024-01-02 14:30:00+09:00
ns-16904458533318198,violet-run-pipeline-gpu-wt6nc-1871726909,Running,2024-02-01 15:15:00+09:00,2024-02-01 16:45:00+09:00
ns-16904458533318198,violet-run-pipeline-gpu-wt6nc-1871726909,Succeeded,2024-02-01 16:45:00+09:00,2024-02-02 16:45:00+09:00
ns-16904458533318198,violet-run-pipeline-gpu-wvzm6-3847656535,Failed,2023-12-21 17:30:00+09:00,2023-12-22 17:30:00+09:00
ns-16904458533318198,violet-run-pipeline-gpu-z54h4-565655744,Failed,2023-12-20 16:45:00+09:00,2023-12-21 16:45:00+09:00
ns-16904458681476984,instance-1896-0,Running,2023-11-17 09:15:00+09:00,2023-11-18 09:15:00+09:00
ns-16904458681476984,instance-1896-0,Running,2023-11-20 15:00:00+09:00,2023-11-21 15:15:00+09:00
ns-16904458681476984,instance-1896-0,Pending,2023-11-21 16:00:00+09:00,2023-11-21 16:15:00+09:00
ns-16904458681476984,instance-1896-0,Running,2023-11-21 16:15:00+09:00,2023-11-22 16:00:00+09:00
ns-16904458681476984,instance-1896-0,Running,2023-11-23 09:30:00+09:00,2023-11-24 09:30:00+09:00
ns-16904458681476984,instance-1896-0,Running,2023-11-24 15:00:00+09:00,2023-11-25 15:00:00+09:00
ns-16904458681476984,instance-1896-0,Running,2023-11-27 14:15:00+09:00,2023-11-28 14:30:00+09:00
ns-16904458681476984,instance-1896-0,Pending,2023-11-29 14:15:00+09:00,2023-11-29 15:45:00+09:00
ns-16904458681476984,instance-1896-0,Running,2023-11-29 15:45:00+09:00,2023-11-30 14:15:00+09:00
ns-16904458681476984,instance-1896-0,Pending,2023-12-13 13:45:00+09:00,2023-12-13 14:00:00+09:00
ns-16904458681476984,instance-1896-0,Running,2023-12-13 14:00:00+09:00,2023-12-14 13:45:00+09:00
ns-16904458681476984,instance-1896-0,Running,2023-12-19 14:45:00+09:00,2023-12-20 14:45:00+09:00
ns-16904458681476984,instance-1896-0,Running,2023-12-21 13:30:00+09:00,2023-12-22 13:30:00+09:00
ns-16904458681476984,instance-1896-0,Running,2024-01-08 13:15:00+09:00,2024-01-09 13:30:00+09:00
ns-16904458681476984,instance-1896-0,Running,2024-01-10 10:00:00+09:00,2024-01-11 10:00:00+09:00
ns-16904458681476984,instance-1896-0,Running,2024-01-11 11:00:00+09:00,2024-01-12 11:00:00+09:00
ns-16904458681476984,instance-1896-0,Pending,2024-01-15 11:15:00+09:00,2024-01-15 14:45:00+09:00
ns-16904458681476984,instance-1896-0,Running,2024-01-15 14:45:00+09:00,2024-01-16 11:15:00+09:00
ns-16904458681476984,instance-1896-0,Running,2024-01-18 09:45:00+09:00,2024-01-19 09:45:00+09:00
ns-16904458681476984,instance-1896-0,Running,2024-01-24 09:45:00+09:00,2024-01-25 09:45:00+09:00
ns-16904458681476984,instance-1896-0,Pending,2024-02-01 16:15:00+09:00,2024-02-01 16:30:00+09:00
ns-16904458681476984,instance-1896-0,Running,2024-02-01 16:30:00+09:00,2024-02-02 16:15:00+09:00
ns-16904458681476984,violet-run-pipeline-gpu-gjvg9-1789996226,Running,2023-11-08 21:15:00+09:00,2023-11-09 11:00:00+09:00
ns-16904458681476984,violet-run-pipeline-gpu-q42wb-2625714177,Running,2023-11-09 11:00:00+09:00,2023-11-16 15:00:00+09:00
ns-16905121280937848,instance-1646-0,Running,2023-11-08 21:15:00+09:00,2023-11-09 13:00:00+09:00
ns-16905121280937848,instance-1663-0,Running,2023-11-09 11:45:00+09:00,2023-11-09 13:00:00+09:00
ns-16905121280937848,instance-1664-0,Pending,2023-11-09 13:00:00+09:00,2023-11-09 13:15:00+09:00
ns-16905121280937848,instance-1664-0,Running,2023-11-09 13:15:00+09:00,2023-11-09 14:00:00+09:00
ns-16905121280937848,instance-1665-0,Running,2023-11-09 14:00:00+09:00,2023-11-10 14:00:00+09:00
ns-16905121280937848,instance-1827-0,Running,2023-11-14 14:30:00+09:00,2023-11-14 18:30:00+09:00
ns-16905121280937848,instance-1837-0,Running,2023-11-14 18:30:00+09:00,2023-11-15 18:30:00+09:00
ns-16905121280937848,instance-1895-0,Running,2023-11-17 09:15:00+09:00,2023-11-18 10:15:00+09:00
ns-16905121280937848,instance-2122-0,Running,2023-12-01 09:30:00+09:00,2023-12-02 09:30:00+09:00
ns-16905121280937848,instance-2317-0,Pending,2023-12-30 23:30:00+09:00,2023-12-30 23:45:00+09:00
ns-16905121280937848,instance-2317-0,Running,2023-12-30 23:45:00+09:00,2023-12-31 23:30:00+09:00
ns-16905121280937848,instance-2317-0,Running,2024-01-01 19:00:00+09:00,2024-01-01 20:00:00+09:00
